id,name,phone,statut,booked,user_id,manager_id,fixe,rappel,section,ville,secteur,decisionnaire,whatsapp,email,commentaire,how_many_calls,archive,created_at,updated_at
10854,Riad Majala,"05243-84024",1,"0",5,,"05243-84024",,ProspectBtobInter,Marrakech,Medina,Loubna,"0649407825",,"Informer 12-05-2023
",7,"0",2022-12-05 11:17:20,2023-05-12 10:29:58
10855,Riad L'orange Bleue,"05243-84136",1,"0",5,,"05243-84136",,ProspectBtobInter,Marrakech,,Fatemzohra,"0664026671",,"Informer 18-05-2023
",7,"0",2022-12-05 11:17:20,2023-05-18 10:25:06
10856,Riad Al Loune,"05243-80225",1,"0",5,,"05243-80225",,ProspectBtobInter,Marrakech,Medina,Khadija,"0661719557",,"Appeler 09-05-2023
",7,"0",2022-12-05 11:17:20,2023-05-09 11:37:10
10857,Nelia De Marrakech,"0644-976655",1,"0",5,,,,ProspectBtobInter,Marrakech,Medina,Khawla,"0644-976655",,"Appeler 19-05-2023
",9,"0",2022-12-05 11:17:20,2023-05-19 10:37:25
10858,Riad El Habib,"0678-481364",1,"0",5,,,,ProspectBtobInter,Marrakech,Medina,Walid,"0678481364",,Informer 25-04-2023,7,"0",2022-12-05 11:17:20,2023-05-18 11:22:55
10859,Riad Hart Essoura,"080-8551827",1,"0",5,,"080-8551827",,ProspectBtobInter,Marrakech,Medina,Wadiie,"0665663611",,"Informer 10-05-2023
",7,"0",2022-12-05 11:17:20,2023-05-10 10:32:34
10860,Riad Selouane,"05244-44141",1,"0",5,,"05244-44141",,ProspectBtobInter,Marrakech,Medina,Nouri,"0610456334",,"Informer 18-05-2023
",9,"0",2022-12-05 11:17:20,2023-05-18 11:22:23
10861,Riad Ambre et Jasmin,"05243-85769","0","0",5,,"05243-85769",,ProspectBtobInter,Marrakech,Medina,Abderahmane,"0600430571",,"Informer 25-04-2023
",7,"0",2022-12-05 11:17:20,2023-05-12 15:42:27
10862,,,"0","0",5,,,,ProspectBtobInter,,,,,,,2,"0",2022-12-05 11:17:20,2022-12-05 11:19:37
10863,Riad Dar Jdati,"0662-180195","0","0",5,,,,ProspectBtobInter,,,,,,Informer 27-01-2023,6,"0",2022-12-05 11:17:20,2023-02-13 10:11:43
10864,Riad La Porte des 5 Jardins,"0609-108140","0","0",5,,,,ProspectBtobInter,,,,,,Informer 14-02-2023 cliente préfère la medina,7,"0",2022-12-05 11:17:20,2023-03-06 09:01:03
10865,Tempoo Hotel Marrakech,"05244-24790","0","0",5,,"05244-24790",,ProspectBtobInter,Marrakech,Centre ville,Amira,"0638572958",,"Informer 14-04-2023
",8,"0",2022-12-05 11:17:20,2023-05-12 15:42:27
10866,Riad Dar Yasaman,"0615-031906","0","0",5,,"0615-031906",,ProspectBtobInter,Marrakech,Medina,Melissa,"0615-031906",,Informer 14-02-2023,7,"0",2022-12-05 11:17:20,2023-03-17 10:00:09
10867,Novotel Marrakech Hivernage,"05244-24540",1,"0",5,,"05244-24540",,ProspectBtobInter,Marrakech,Centre ville,Imad,"0642426565",,"Appeler 19-05-2023
",7,"0",2022-12-05 11:17:20,2023-05-19 10:06:01
10868,Riad Il Parco dei Principi,"05243-77317","0","0",5,,"05243-77317",,ProspectBtobInter,Marrakech,Centre ville,Samir,"0660880095",,Informer 25-04-2023,8,"0",2022-12-05 11:17:20,2023-05-12 15:42:27
10869,Riad Atlas Acacia,"0525221123","0","0",5,,"0525-221123",,ProspectBtobInter,Marrakech,Medina,Az Eddine,"0630063175",,"Informer par watsapp 05-04-2023
",8,"0",2022-12-05 11:17:20,2023-05-12 15:42:27
10870,Kenzi Rose Garden,"05244-47400",1,"0",5,,"05244-47400",,ProspectBtobInter,Marrakech,Centre ville,El idrissi,"0661712460",,Informer 27-04-2023,8,"0",2022-12-05 11:17:20,2023-05-19 09:26:38
11509,riad mamahouse,"06 74 01 84 92","0","0",2,,,,ProspectBtobInter,,,mehdi,,,"Appeler 04-05-2023
",5,"0",2023-01-12 10:15:56,2023-05-12 15:42:27
10872,The Pearl Marrakech,"0524424242",1,"0",5,,"0524424242",,ProspectBtobInter,Marrakech,Centre ville,Mohamed,"0654904002",,"Appeler 10-05-2023
",7,"0",2022-12-05 11:17:20,2023-05-10 11:24:08
10873,Dar Guéliz,"05244-23615",1,"0",5,,"05244-23615",,ProspectBtobInter,Marrakech,Centre ville,Aziz,"0648631364",,"Informer 09-05-2023
",7,"0",2022-12-05 11:17:20,2023-05-09 10:17:52
10874,Blue Sea Le Printemps,"05244-32992",1,"0",5,,,,ProspectBtobInter,,,,,,Déjà informer,6,"0",2022-12-05 11:17:20,2023-05-18 11:24:41
11263,Ryad El Borj,"05 24 39 12 23","0","0",5,,"05 24 39 12 23",,ProspectBtobInter,Marrakech,Medina,Ali,"0602305875",,"Informer sur Watsapp 25-04-2023
",7,"0",2022-12-21 13:34:57,2023-05-12 15:42:27
11303,Riad Mazaj,"06 24 02 78 26",1,"0",5,,,,ProspectBtobInter,Marrakech,Medina,Younes,"06 24 02 78 26",,"Informer 19-05-2023
",8,"0",2022-12-21 13:34:57,2023-05-19 11:06:57
11279,Palm Menara Hotel Marrakech,"05 24 44 80 70",1,"0",5,,"05 24 44 80 70",,ProspectBtobInter,Marrakech,Centre ville,Khadija06,"0634488050",,"Appeler 09-05-2023
",6,"0",2022-12-21 13:34:57,2023-05-09 10:57:57
11300,Riad La Villa Marrakech,"06 66 89 99 25",1,"0",5,,,,ProspectBtobInter,Marrakech,Medina,Gaya,"06 66 89 99 25",,"Informer 11-05-2023
",6,"0",2022-12-21 13:34:57,2023-05-11 15:52:42
11316,Riad Ivissa Kech,"06 16 01 09 01","0","0",5,,"06 16 01 09 01",,ProspectBtobInter,Marrakech,Medina,Zineb,"06 16 01 09 01",,"Informer 05-05-2023
",6,"0",2022-12-21 13:34:57,2023-05-12 15:42:27
11302,Riad Jenaï L'Authentique,"06 15 36 91 84",1,"0",5,,,,ProspectBtobInter,Marrakech,Medina,Yanick,"06 15 36 91 84",,"Appeler 09-05-2023
",7,"0",2022-12-21 13:34:57,2023-05-09 10:01:48
11308,riad swaka,"05 24 39 06 75",1,"0",5,,"05 24 39 06 75",,ProspectBtobInter,Marrakech,Medina,Mme Fadri,"0661387268",,"Appeler 08-05-2023
",6,"0",2022-12-21 13:34:57,2023-05-08 16:13:15
11277,dar kamango,"06 48 56 26 60",1,"0",5,,,,ProspectBtobInter,,,,,,"Appeler 09-05-2023
",5,"0",2022-12-21 13:34:57,2023-05-09 11:12:55
11292,Tiguemine Sarah,"06 65 27 72 08",1,"0",5,,"06 65 27 72 08",,ProspectBtobInter,Marrakech,Ourika,Imane,"06 65 27 72 08",,"Informer 19-05-2023
",6,"0",2022-12-21 13:34:57,2023-05-19 09:22:08
11294,PALAIS DIDIER SIX,"07 75 41 72 80",1,"0",5,,,,ProspectBtobInter,Marrakech,Medina,, 0701010888,,Informer,6,"0",2022-12-21 13:34:57,2023-05-24 14:27:01
11278,riad albatoul,"06 94 16 20 01",1,"0",5,,,,ProspectBtobInter,Marrakech,Medina,Ahmed,"06 94 16 20 01",,"Informer 11-05-2023
",6,"0",2022-12-21 13:34:57,2023-05-11 16:05:01
11280,Riad Medina Art & Suites,"08 08 54 89 61","0","0",5,,,,ProspectBtobInter,,,,,,"Appeler 05-05-2023
",6,"0",2022-12-21 13:34:57,2023-05-12 15:42:27
11266,Riad Cinnamon by Marrakech Riad,"05 24 37 64 77",2,"0",5,,,,ProspectBtobInter,,,,,,Numéro non valide 31-01-2023,3,"0",2022-12-21 13:34:57,2023-01-31 14:58:57
10964,Amitie Et Voyages Inter Continentaux( Avic),522753065,1,"0",2,,,,ProspectBtobAgence,,,,,,PAS ATTRIBUE 15/05/2023,8,"0",2022-12-06 10:06:20,2023-05-15 11:05:44
10963,Amazone Travel/ Adorable travel,522551554,"0","0",2,,,,ProspectBtobAgence,,,,,,"Appeler 04-05-2023
",6,"0",2022-12-06 10:06:20,2023-05-12 15:42:27
10962,Alr Tours,522864320,"0","0",2,,,,ProspectBtobAgence,,,,,alrtoursagence13@gmail.com,"
Appeler 02-05-2023
",5,"0",2022-12-06 10:06:20,2023-05-12 15:42:27
11525,Hotel jadali & sepa ,"05244-47595",1,"0",2,,,,ProspectBtobInter,,,MOHAMED,,,déja informé 19/05/2023,4,"0",2023-01-12 10:15:56,2023-05-19 15:05:57
10960,Almoltazam Travel World,522243800,1,"0",2,,"0522243800",,ProspectBtobAgence,,,Chaimae ,"0702080901",contact@almoltazam.ma,envoye 12/05/2023 ,6,"0",2022-12-06 10:06:20,2023-05-12 11:56:01
10959,All Morocco Travel,522542873,2,"0",2,,,,ProspectBtobAgence,,,,,,changement d'activite,3,"0",2022-12-06 10:06:20,2023-01-20 10:07:12
10958,Aljazira Tourisme Travel Service,522260484,"0","0",2,,"0522260484",,ProspectBtobAgence,Casablanca,,Mounia,,mouniaaljazira@menara.ma,"Informer 02-05-2023
",6,"0",2022-12-06 10:06:20,2023-05-12 15:42:27
10957,Azowar Voyages,661618057,1,"0",2,,,,ProspectBtobAgence,,,,,contact.azowarvoyagaes@gmail.com,envoyé 17/05/2023,6,"0",2022-12-06 10:06:20,2023-05-17 10:57:50
10956,Aux Zones Libres,522472747,1,"0",2,,,,ProspectBtobAgence,,,,,,nrp 15/05/2023,4,"0",2022-12-06 10:06:20,2023-05-15 16:53:53
10955,Atlantis Voyages,522314500,1,"0",2,,"0522445252",,ProspectBtobAgence,,,Manal,"0776926439",info@atlantisvoyages.ma,faux numero ,6,"0",2022-12-06 10:06:20,2023-05-17 09:44:47
10954,Aspire Travel,522450565,1,"0",2,,,,ProspectBtobAgence,,,,,,nrp 12/05/2023 ,5,"0",2022-12-06 10:06:20,2023-05-12 11:33:29
10952,Casatours Maroc,522242122,1,"0",2,,,,ProspectBtobAgence,,,,,,Le numéro n'attribue pas 10/05/2023,5,"0",2022-12-06 10:06:20,2023-05-10 09:36:34
10951,Car Service Tourisme Morocco( C.s.t.m. Voyages ),522278280,1,"0",2,,,,ProspectBtobAgence,,,,,,NRP 05/10/2023,4,"0",2022-12-06 10:06:20,2023-05-10 16:43:01
10950,Capital Incentive,522984898,1,"0",2,,,,ProspectBtobAgence,,,houda ,,info@capitalevents.ma,dossier envoyée le 08/05/2023,4,"0",2022-12-06 10:06:20,2023-05-08 16:21:22
10949,Caddy Voyages,522261802,1,"0",2,,"0522261802",,ProspectBtobAgence,,,,,,NRP 08/05/2023,5,"0",2022-12-06 10:06:20,2023-05-08 16:28:03
10948,C.s.t.m. Voyages,522262008,1,"0",2,,,,ProspectBtobAgence,,,,,,le numero n'est pas attribuer 17/05/2023,4,"0",2022-12-06 10:06:20,2023-05-17 09:25:03
10947,Bissan Voyages Et Tourisme( B.v.t. ),522441737,1,"0",2,,"0661-230872",,ProspectBtobAgence,,,mohamed ,,,le numero n'est pas attribuer 10/05/2023,6,"0",2022-12-06 10:06:20,2023-05-10 09:24:26
10946,Bba Travel,522470652,1,"0",2,,,,ProspectBtobAgence,,,,,,envoyé 17/05/2023,5,"0",2022-12-06 10:06:20,2023-05-17 10:42:53
10944,B.h. Travel,522272756,1,"0",2,,,,ProspectBtobAgence,,,,,,boite vocal le 08/05/2023,5,"0",2022-12-06 10:06:20,2023-05-08 15:32:23
10943,Aïn Asserdoune Voyages Et Tourisme,661493237,1,"0",2,,,,ProspectBtobAgence,,,,amine ,,dossier envoye via whatsapp,4,"0",2022-12-06 10:06:20,2023-05-10 11:44:15
10942,Chadia Tours,522256248,1,"0",2,,"0522256248",,ProspectBtobAgence,Casablanca,,,,chadia_contact@chadia-tours.com,envoye par e-mail 10/05/2023,6,"0",2022-12-06 10:06:20,2023-05-10 10:39:05
10941,Classic Voyages,522541690,"0","0",2,,,,ProspectBtobAgence,,,,,,"Appeler 04-05-2023
",6,"0",2022-12-06 10:06:19,2023-05-12 15:42:27
10940,Club National Des Agences De Voyages Marocaines( Cnavm ),522202636,1,"0",2,,,,ProspectBtobAgence,,,,,,ne repond pas 15/05/2023,4,"0",2022-12-06 10:06:19,2023-05-15 10:44:20
10939,Complet Tours,666091622,2,"0",2,,,,ProspectBtobAgence,,,,,,Faux numéro 02-05-2023 ,4,"0",2022-12-06 10:06:19,2023-05-02 15:18:09
10938,Concorde - Voyages,522448344,"0","0",2,,,,ProspectBtobAgence,,,,,,"Numero non valide 02-05-2023
",5,"0",2022-12-06 10:06:19,2023-05-12 15:42:27
10937,Condortium( Prestigia ),520421111,2,"0",2,,,,ProspectBtobAgence,,,,,,NUMERO ERRONE,4,"0",2022-12-06 10:06:19,2023-01-26 16:06:14
10936,Al Amana Travel Inc,522233382,"0","0",2,,,,ProspectBtobAgence,,,,,,"Appeler 02-05-2023
",7,"0",2022-12-06 10:06:19,2023-05-12 15:42:27
10935,Agence Very Morocco,522472712,1,"0",2,,,,ProspectBtobAgence,,,,,,dossiers envoyes 11/05/2023,5,"0",2022-12-06 10:06:19,2023-05-12 10:47:44
10934,Agence Super Tours,522263783,1,"0",2,,"0522263783",,ProspectBtobAgence,Casablanca,,hakima ,,tourisme@supertours.ma,informer le 12/05/23,6,"0",2022-12-06 10:06:19,2023-05-12 16:40:46
10933,Agence De Voyage Assaraya,522201101,2,"0",2,,,,ProspectBtobAgence,,,,,assaraya.voyages@gmail.com,,5,"0",2022-12-06 10:06:19,2023-05-12 10:57:47
10932,Ad-damane Tourisme,522268824,2,"0",2,,,,ProspectBtobAgence,,,,,,le numero n'est pas attribuer,4,"0",2022-12-06 10:06:19,2023-01-25 09:31:22
10931,Acquamarine Travel,653848003,1,"0",2,,,,ProspectBtobAgence,,,,,,n'attribue pas 12/05/2023,6,"0",2022-12-06 10:06:19,2023-05-12 11:35:55
10930,Abdou Voyages,522555353,2,"0",2,,,,ProspectBtobAgence,,,,,,le numero n'est pas attribuer,4,"0",2022-12-06 10:06:19,2023-01-24 15:32:51
10929,A.b. Incentive,522987027,2,"0",2,,,,ProspectBtobAgence,,,,,,cabinet d'architecture,4,"0",2022-12-06 10:06:19,2023-01-25 09:51:45
10928,A 4 Travel,522307679,1,"0",2,,,,ProspectBtobAgence,,,,,,nrp 10/05/2023,6,"0",2022-12-06 10:06:19,2023-05-10 11:21:56
11261,Riad Sofia,"05 24 37 60 22","0","0",5,,"05 24 37 60 22",,ProspectBtobInter,Marrakech,Medina,Karim,"0664032059",,"Informer par watsapp 29-03-2023
",6,"0",2022-12-21 13:34:57,2023-05-12 15:42:27
10927,5 By 5 Tours,522490275,1,"0",2,,,,ProspectBtobAgence,,,,,,boite vocal 12/05/2023,5,"0",2022-12-06 10:06:19,2023-05-12 16:05:15
10925,Riad Les Yeux Bleus,"05243-78161",1,"0",5,,"05243-78161",,ClientBtobInter,Marrakech,Medina,Berrada,"0661927725",,"Appeler 22-05-2023
",8,"0",2022-12-06 09:51:01,2023-05-22 14:40:24
10926,,,"0","0",5,,,,ClientBtobInter,,,,,,,2,"0",2022-12-06 09:51:01,2022-12-06 09:51:40
10966,Arcadia Voyages,522473122,2,"0",2,,,,ProspectBtobAgence,,,,,,le numero n'est pas attribuer,3,"0",2022-12-06 10:06:20,2023-01-24 10:06:58
10967,Al Oussoul Al Maghribiya,522855727,1,"0",2,,,,ProspectBtobAgence,,,,,NRP 15/05/2023,NRP 15/05/2023,4,"0",2022-12-06 10:06:20,2023-05-15 09:13:32
10968,Al Assil Voyages,522448259,2,"0",2,,,,ProspectBtobAgence,,,,,,le numero n'est pas attribuer,4,"0",2022-12-06 10:06:20,2023-01-26 09:31:08
11522,Riad el Marah,"0619-556841",1,"0",2,,,,ProspectBtobInter,,,,,,envoyé 19/05/2023,4,"0",2023-01-12 10:15:56,2023-05-19 13:55:35
10970,Abou Bichr Tours,522908232,2,"0",2,,,,ProspectBtobAgence,,,,,,le numero n'est pas attribuer,4,"0",2022-12-06 10:06:20,2023-01-25 11:18:14
11523,Riad Zarka,"0605-902243",1,"0",2,,,,ProspectBtobInter,,,,,,NRP LE 09/05/2023,4,"0",2023-01-12 10:15:56,2023-05-09 14:43:02
10972,Eagle Voyages,522204961,1,"0",2,,,,ProspectBtobAgence,,,,,,le numero n'est pas attribuer,4,"0",2022-12-06 10:06:20,2023-05-10 14:17:26
10973,Ds Voyages,522238363,1,"0",2,,,,ProspectBtobAgence,,,,,,dossiers envoyes 12/05/23,5,"0",2022-12-06 10:06:20,2023-05-12 11:02:45
10974,Dolfi Voyages,522599023,"0","0",2,,,,ProspectBtobAgence,,,,,,"Appeler 02-05-2023
",5,"0",2022-12-06 10:06:20,2023-05-12 15:42:27
10976,cvtravel,522473118,1,"0",2,,,,ProspectBtobAgence,,,,,,NRP 08/05/2023,5,"0",2022-12-06 10:06:20,2023-05-08 15:04:25
11313,Palais d'hôtes Darsor,"05 24 20 18 49","0","0",5,,"05 24 20 18 49",,ProspectBtobInter,Marrakech,Centre ville,Abd El Illah,"0674361342",,"Informer par watsapp 24-03-2023
",8,"0",2022-12-21 13:34:57,2023-05-12 15:42:27
11318,Riad El Ouarda,"08 08 53 00 20","0","0",5,,"08 08 53 00 20",,ProspectBtobInter,Marrakech,Medina,Mohssine,"0607017979",,Appeler 27-04-2023,6,"0",2022-12-21 13:34:57,2023-05-12 15:42:27
11326,Riad Bab Agdal,"06 33 63 07 36","0","0",5,,"06 33 63 07 36",,ProspectBtobInter,Marrakech,Medina,Samir,"06 33 63 07 36",,Informer par watsapp 27-02-2023,7,"0",2022-12-21 13:34:57,2023-03-17 10:00:09
11276,l'oliveraie de l'atlas,"05 24 32 61 83",1,"0",5,,"05 24 32 61 83",,ProspectBtobInter,Marrakech,,,,,"Informer 11-05-2023
",7,"0",2022-12-21 13:34:57,2023-05-11 15:16:42
11299,Perlekech Riad & Spa,"05 24 37 50 56","0","0",5,,,,ProspectBtobInter,,,,,,Appeler 27-04-2023 ,7,"0",2022-12-21 13:34:57,2023-05-12 15:42:27
11271,Dar Yasser,"05 24 37 55 27",1,"0",5,,"05 24 37 55 27",,ProspectBtobInter,Marrakech,Medina,jawad,,,"Appeler 18-05-2023
",8,"0",2022-12-21 13:34:57,2023-05-18 09:55:55
11296,Riad Lyla,"05 24 38 24 07",1,"0",5,,"05 24 38 24 07",,ProspectBtobInter,Marrakech,Medina,Aziz,"0624063454",,"Appeler 19-05-2023
",6,"0",2022-12-21 13:34:57,2023-05-19 11:01:48
11309,Le Pavillon de la Kasbah Marrakech,"06 50 32 92 50","0","0",5,,,,ProspectBtobInter,,,,,,Appeler 27-04-2023,8,"0",2022-12-21 13:34:57,2023-05-12 15:42:27
11283,Riad Magda & Spa,"06 66 37 47 85","0","0",5,,,,ProspectBtobInter,Marrakech,Medina,Khaled,"06 66 37 47 85",,"Informer par Watsapp 28-04-2023
",8,"0",2022-12-21 13:34:57,2023-05-12 15:42:27
11295,Dar Mo'Da,"05 24 44 28 19",1,"0",5,,"05 24 44 28 19",,ProspectBtobInter,Marrakech,Medina,Hafida,"0608892277",,"Appeler 09-05-2023
",6,"0",2022-12-21 13:34:57,2023-05-09 11:41:54
11281,Riad D'ari,"06 68 77 01 39",1,"0",5,,"06 68 77 01 39",,ProspectBtobInter,Marrakech,,Hicham,"06 68 77 01 39",,"Appeler 19-05-2023
",8,"0",2022-12-21 13:34:57,2023-05-19 10:35:56
11260,Amanjena Resort,"05 24 39 90 00","0","0",5,,"05 24 39 90 00",,ProspectBtobInter,Marrakech,Route ouarzazat,,,,"Informer par e mail 24-03-2023
",6,"0",2022-12-21 13:34:57,2023-05-12 15:42:27
11622,Holidays Services,"05 24 44 97 64",2,"0",5,,,,ClientBtobAgence,,,,,,NUMÉRO INVALIDE,2,"0",2023-01-13 11:42:44,2023-01-17 14:08:14
11291,Riad LAZ Mimoun & Spa,"06 88 64 13 35",1,"0",5,,,,ProspectBtobInter,,,,,,"Appeler 11-05-2023
",5,"0",2022-12-21 13:34:57,2023-05-11 15:04:46
11304,Sakkan,"06 62 67 02 90",1,"0",5,,,,ProspectBtobInter,,,,,,cliente n'est pas intéressée 10-05-2023,5,"0",2022-12-21 13:34:57,2023-05-10 11:21:10
11273,Aghmat Lodge Guest house,"06 28 21 21 47","0","0",5,,"06 28 21 21 47",,ProspectBtobInter,Marrakech,Ourika,Zouheir,"06 28 21 21 47",,"Informer par watsapp 29-03-2023
",7,"0",2022-12-21 13:34:57,2023-05-12 15:42:27
10979,Agence De Voyage Abou Jamal,"05376-38830",1,"0",2,,,,ProspectBtobAgence,,,mouna,"0537638830",voyagejamal01@gmail.com,envoyee le 10/05/2023,4,"0",2022-12-09 10:31:43,2023-05-10 11:32:14
10980,Agence De Voyage Iqrae,+91 99066 23455,2,"0",2,,,,ProspectBtobAgence,,,,contact@ntnvoyages.fr,,numero etranger,4,"0",2022-12-09 10:31:43,2023-01-26 11:28:37
10981,Agence Taza Voyages( Selfreservation.ma ),"05356-72691",1,"0",2,,,,ProspectBtobAgence,,,,,contact@selfreservation.com,OCUPEE 15/05/2023,4,"0",2022-12-09 10:31:43,2023-05-15 14:53:59
10982,Ahla Tours,"05377-09363",1,"0",2,,,,ProspectBtobAgence,,,OUMAIMA,,ahlatours1@gmail.com,envoye 12/05/2023,5,"0",2022-12-09 10:31:43,2023-05-12 16:02:54
10983,TravelAl Assima ,"05377-97953",1,"0",2,,,,ProspectBtobAgence,,,,,,ENVOYE 12/05/2023,5,"0",2022-12-09 10:31:43,2023-05-12 14:06:52
10984,Al Kawtar Travel & Events,"0537 681 974","0","0",2,,,,ProspectBtobAgence,,,REGHAY,, alkawtar.travel@gmail.com,ne respond pas ,6,"0",2022-12-09 10:31:43,2023-05-12 15:42:27
10985,Al Mouna Karim Travel,537261136,1,"0",2,,,,ProspectBtobAgence,,,,,,NE REPOND PAS 11/05/23,5,"0",2022-12-09 10:31:43,2023-05-12 10:50:36
10986,Al,"0770-707074",1,"0",2,,,,ProspectBtobAgence,,,,"0770-707074",,NRP 08/05/2023,6,"0",2022-12-09 10:31:43,2023-05-08 16:34:42
10987,Alhassania Voyages,"05376-39257",1,"0",2,,,,ProspectBtobAgence,,,,,,ENVOYE 12/05/2023,6,"0",2022-12-09 10:31:43,2023-05-12 16:30:03
10988,All In One Tours,537200555,1,"0",2,,,,ProspectBtobAgence,,,,, contact@allinonetours.ma,Boite vocal dossier envoye sur e-mail 10/05/2023,5,"0",2022-12-09 10:31:43,2023-05-10 09:17:07
10989,art voyage,537290029,1,"0",2,,,,ProspectBtobAgence,,,,,contact@artduvoyage.fr,HORS CIBLE CHANGEMENT D'activité ,5,"0",2022-12-09 10:31:43,2023-05-10 10:02:57
10990,Asfar Tour Hassan( Ath ),"05377-00804",1,"0",2,,,,ProspectBtobAgence,,,,,Asfrath@menara.ma,envoye 12/05/2023,4,"0",2022-12-09 10:31:43,2023-05-12 10:54:26
10991,Blue River Voyages,"0661-294493",1,"0",2,,"0537720108",,ProspectBtobAgence,,,chaimaa,,c.rahmaoui@bluerivervoyages.ma ,boite vocal 19/05/2023,5,"0",2022-12-09 10:31:43,2023-05-19 09:19:07
10992,Bouregreg Event & Travel, 05377-31093,1,"0",2,,,,ProspectBtobAgence,,,,,BOUREGREG.TOURISME@GMAIL.COM,ENVOYE LE 10/05/2023,6,"0",2022-12-09 10:31:43,2023-05-10 16:13:48
10993,Carlson Wagonlit Travel,522203051,1,"0",2,,,,ProspectBtobAgence,,,,,,boite vocal,6,"0",2022-12-09 10:31:43,2023-05-08 15:20:13
10994,Chellah Voyages,"05372-00820","0","0",2,,"05372-00820",,ProspectBtobAgence,Rabat,,Amina,,contact@chellah-voyages.com,"Informer 02-05-2023
",5,"0",2022-12-09 10:31:43,2023-05-12 15:42:27
10996,Davinci Holidays,"05376-80665",1,"0",2,,"0537680665",,ProspectBtobAgence,Rabat,,,,,ENVOYE PAR WTSP 15/05/2023,6,"0",2022-12-09 10:31:43,2023-05-15 09:52:55
10997,Dija Tours,"05377-62679",1,"0",2,,,,ProspectBtobAgence,,,,,dijavoyages@gmail.com,envoyé 15/05/2023,5,"0",2022-12-09 10:31:43,2023-05-15 09:24:42
10998,Diwan Tours,"05377-31831","0","0",2,,"05377-31831",,ProspectBtobAgence,Rabat,,Zakaria,,zakaria@diwantours.ma,"Informer 04-05-2023
",8,"0",2022-12-09 10:31:43,2023-05-12 15:42:27
10999,El Qamra Voyages,"05377-95210",1,"0",2,,,,ProspectBtobAgence,,,,,,nrp 10/05/2023,6,"0",2022-12-09 10:31:43,2023-05-10 11:35:39
11000,Elysee Travels,537771116,1,"0",2,,,,ProspectBtobAgence,,,,,,nrp 17/05/2023,6,"0",2022-12-09 10:31:43,2023-05-17 09:22:16
11001,Emi Tours,537777722,1,"0",2,,,,ProspectBtobAgence,,,,,emitoursmaroc@gmail.com,envoyé 17/05/2023,5,"0",2022-12-09 10:31:43,2023-05-17 10:03:44
11002,Equinox Voyages,"05375-63060",1,"0",2,,,,ProspectBtobAgence,,,sara,,contact@equinox.ma,client informe 15/05/2023,5,"0",2022-12-09 10:31:43,2023-05-15 16:02:53
11003,Eramtour,"05376-34488",1,"0",2,,,,ProspectBtobAgence,,,meryem,,meryem.eramtour@gmail.com,envoyé 15/05/2023,5,"0",2022-12-09 10:31:43,2023-05-15 16:35:20
11004,Evénement Voyage,"05372-92901",1,"0",2,,,,ProspectBtobAgence,,,,,ev.touria.saloumi@gmail.com,envoyé le 19/05/2023,6,"0",2022-12-09 10:31:43,2023-05-19 09:27:33
11005,Fadel Voyages, 05372-00602,1,"0",2,,,,ProspectBtobAgence,,,bensaid,,fadel1@menara.ma ,NRP ENVOYEE  PAR E-MAIL 10/05/2023,6,"0",2022-12-09 10:31:43,2023-05-10 11:18:31
11006,Family Voyages,"05377-74331",1,"0",2,,"0537774331",,ProspectBtobAgence,Rabat,,Amina,"",familyvoyage@yahoo.fr,dossier envoye le 10/05/2023 ,6,"0",2022-12-09 10:31:43,2023-05-10 09:52:39
11007,Flash Travel Agency,,"0","0",2,,,,ProspectBtobAgence,,,,,,,3,"0",2022-12-09 10:31:43,2022-12-21 13:14:48
11008,Global Voyage (ag. Agdal-rabat),537777767,1,"0",2,,,,ProspectBtobAgence,,,,,,occupe 10/05/2023,5,"0",2022-12-09 10:31:43,2023-05-10 16:04:50
11009,Ice Tours,"0614-277785","0","0",2,,,,ProspectBtobAgence,,,,,,"Informer 02-05-2023
",6,"0",2022-12-09 10:31:43,2023-05-12 15:42:27
11010,Iktichaf Travel,"05376-81699",1,"0",2,,,,ProspectBtobAgence,,,,,,NRP15/05/2023,6,"0",2022-12-09 10:31:43,2023-05-15 11:25:06
11011,Ily Voyages,"05376-98858","0","0",2,,,,ProspectBtobAgence,,,,,,"Appeler 02-05-2023
",5,"0",2022-12-09 10:31:43,2023-05-12 15:42:27
11012,Kasbah Voyages,"05377-03080",2,"0",2,,,,ProspectBtobAgence,,,,,,"le numero n'est pas attribuer
",4,"0",2022-12-09 10:31:43,2023-01-30 09:38:14
11013,L'espace Campus France Maroc,"05372-10800",2,"0",2,,,,ProspectBtobAgence,,,,,,"02-05-2023",5,"0",2022-12-09 10:31:43,2023-05-02 14:49:12
11014,Les Oudayas Travel,"05377-30673",1,"0",2,,"05377-30673",,ProspectBtobAgence,Rabat,,Nour El Houda,,lesoudayastravel@gmail.com,Informer 15-05-2023,7,"0",2022-12-09 10:31:43,2023-05-15 10:29:44
11015,Majestic Tours Of Morocco,"05376-75724",1,"0",2,,,,ProspectBtobAgence,,,abdelhamid ,,resa.tourisme@majisticmorocco.com,envoye le 12/05/2023,5,"0",2022-12-09 10:31:43,2023-05-12 11:13:16
11016,Marjana Voyage,"0537683461",1,"0",2,,,,ProspectBtobAgence,,,,,,le numero n'est pas attribuer 10/05/2023,5,"0",2022-12-09 10:31:43,2023-05-10 09:22:31
